url,title,author,num_reviews,num_ratings,avg_rating,num_pages,original_publish_year,series,genres,awards,places,description,book_index
https://www.goodreads.com/book/show/7937462-the-short-second-life-of-bree-tanner,"The Short Second Life of Bree Tanner (The Twilight Saga, #3.5)",Stephenie Meyer,11285,198925,3.51,178,2009,True,"['Young Adult', 'Fantasy', 'Paranormal > Vampires', 'Fantasy > Paranormal', 'Fiction', 'Romance', 'Fantasy > Supernatural', 'Fantasy > Urban Fantasy', 'Young Adult > Teen']",['Goodreads Choice Award Nominee for Young Adult Fantasy and for Favorite Book (2010)'],"['Seattle, Washington', 'Washington (state)']","FANS OF THE TWILIGHT SAGA WILL BE ENTHRALLED BY THIS RIVETING STORY OF BREE TANNER, A CHARACTER FIRST INTRODUCED IN ECLIPSE, AND THE DARKER SIDE OF THE NEWBORN VAMPIRE WORLD SHE INHABITS.

BREE TANNER CAN BARELY REMEMBER LIFE before she had uncannily powerful senses, superhuman reflexes, and unstoppable physical strength. Life before she had a relentless thirst for blood... life before she became a vampire.

ALL BREE KNOWS IS THAT LIVING WITH HER fellow newborns has few certainties and even fewer rules: watch your back, don't draw attention to yourself, and above all, make it home by sunrise or die. What she doesn't know: her time as an immortal is quickly running out.

THEN BREE FINDS AN UNEXPECTED FRIEND in Diego, a newborn just as curious as Bree about their mysterious creator, whom they only know as her. As they come to realize that the newborns are pawns in a game larger than anything they could have imagined, Bree and Diego must choose sides and decide whom to trust. But when everything you know about vampires is based on a lie, how do you find the truth?

IN ANOTHER IRRESISTIBLE COMBINATION of danger, mystery, and romance, Stephenie Meyer tells the devastating story of the newborn army as they prepare to close in on Bella Swan and the Cullens, following their encounter to its unforgettable conclusion.",7937462
https://www.goodreads.com/book/show/7600924-forbidden,Forbidden,Tabitha Suzuma,10346,63083,4.01,418,2010,False,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Dark', 'New Adult', 'Drama', 'Romance > Contemporary Romance']","['Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2012)', 'Branford Boase Award Nominee (2007)', 'Young Minds Book Award (0)', 'Premio Speciale Cariparma for European Literature (2011)', 'UKLA Book Award Nominee (2009)', 'Lancashire Book of the Year Award Nominee (2009)', ""Stockport Schools' Book Award (2008)"", 'Carnegie Medal Nominee (2011)', ""NASEN & TES Special Educational Needs Children's Book Award Nominee (0)""]","['London, England']","She is pretty and talented - sweet sixteen and never been kissed. He is seventeen; gorgeous and on the brink of a bright future. And now they have fallen in love. But... they are brother and sister.

Seventeen-year-old Lochan and sixteen-year-old Maya have always felt more like friends than siblings. Together they have stepped in for their alcoholic, wayward mother to take care of their three younger siblings. As defacto parents to the little ones, Lochan and Maya have had to grow up fast. And the stress of their lives—and the way they understand each other so completely—has also brought them closer than two siblings would ordinarily be. So close, in fact, that they have fallen in love. Their clandestine romance quickly blooms into deep, desperate love. They know their relationship is wrong and cannot possibly continue. And yet, they cannot stop what feels so incredibly right. As the novel careens toward an explosive and shocking finale, only one thing is certain: a love this devastating has no happy ending.",7600924
https://www.goodreads.com/book/show/2744.Anansi_Boys,Anansi Boys (American Gods #2),Neil Gaiman,10522,210850,4.01,387,2005,True,"['Fantasy', 'Fiction', 'Fantasy > Urban Fantasy', 'Fantasy > Mythology', 'Audiobook', 'Science Fiction Fantasy', 'Humor', 'Adult', 'Magical Realism']","['Locus Award for Best Fantasy Novel (2006)', 'Mythopoeic Fantasy Award for Adult Literature (2006)', ""Grand Prix de l'Imaginaire Nominee for Roman étranger (2007)"", 'ALA Alex Award (2006)', 'British Fantasy Award for Best Novel (2006)']","['London, England', 'Florida']","God is dead. Meet the kids.

Fat Charlie Nancy's normal life ended the moment his father dropped dead on a Florida karaoke stage. Charlie didn't know his dad was a god. And he never knew he had a brother.

Now brother Spider's on his doorstep -- about to make Fat Charlie's life more interesting... and a lot more dangerous.",2744
https://www.goodreads.com/book/show/2744.Anansi_Boys,Anansi Boys (American Gods #2),Neil Gaiman,10522,210850,4.01,387,2005,True,"['Fantasy', 'Fiction', 'Fantasy > Urban Fantasy', 'Fantasy > Mythology', 'Audiobook', 'Science Fiction Fantasy', 'Humor', 'Adult', 'Magical Realism']","['Locus Award for Best Fantasy Novel (2006)', 'Mythopoeic Fantasy Award for Adult Literature (2006)', ""Grand Prix de l'Imaginaire Nominee for Roman étranger (2007)"", 'ALA Alex Award (2006)', 'British Fantasy Award for Best Novel (2006)']","['London, England', 'Florida']","God is dead. Meet the kids.

Fat Charlie Nancy's normal life ended the moment his father dropped dead on a Florida karaoke stage. Charlie didn't know his dad was a god. And he never knew he had a brother.

Now brother Spider's on his doorstep -- about to make Fat Charlie's life more interesting... and a lot more dangerous.",2744
https://www.goodreads.com/book/show/6642715-the-forty-rules-of-love,The Forty Rules of Love,Elif Shafak,17028,146412,4.12,354,2009,False,"['Fiction', 'Historical > Historical Fiction', 'Novels', 'Romance', 'Philosophy', 'Asian Literature > Turkish Literature', 'Spirituality', 'Literature', 'Religion']","['International Dublin Literary Award Nominee (2011)', 'Muhammad Hasan Askari Award for Urdu Translation (2017)']",,"In this lyrical, exuberant follow-up to her 2007 novel, The Bastard of Istanbul, acclaimed Turkish author Elif Shafak unfolds two tantalizing parallel narratives—one contemporary and the other set in the thirteenth century, when Rumi encountered his spiritual mentor, the whirling dervish known as Shams of Tabriz—that together incarnate the poet's timeless message of love.

Ella Rubenstein is forty years old and unhappily married when she takes a job as a reader for a literary agent. Her first assignment is to read and report on Sweet Blasphemy, a novel written by a man named Aziz Zahara. Ella is mesmerized by his tale of Shams's search for Rumi and the dervish's role in transforming the successful but unhappy cleric into a committed mystic, passionate poet, and advocate of love. She is also taken with Shams's lessons, or rules, that offer insight into an ancient philosophy based on the unity of all people and religions, and the presence of love in each and every one of us. As she reads on, she realizes that Rumi's story mir­rors her own and that Zahara—like Shams—has come to set her free.",6642715
https://www.goodreads.com/book/show/8685612-the-iron-queen,"The Iron Queen (The Iron Fey, #3)",Julie Kagawa,5030,106315,4.18,384,2011,True,"['Fantasy', 'Young Adult', 'Romance', 'Fantasy > Paranormal', 'Fairies > Fae', 'Paranormal > Fairies', 'Fantasy > Magic', 'Fantasy > Urban Fantasy', 'Young Adult > Young Adult Fantasy']",['Goodreads Choice Award Nominee for Goodreads Author (2011)'],['Nimmernie'],"My name is Meghan Chase.

I thought it was over. That my time with the fey, the impossible choices I had to make, the sacrifices of those I loved, was behind me. But a storm is approaching, an army of Iron fey that will drag me back, kicking and screaming. Drag me away from the banished prince who's sworn to stand by my side. Drag me into the core of conflict so powerful, I'm not sure anyone can survive it.

This time, there will be no turning back.",8685612
https://www.goodreads.com/book/show/693208.The_Absolutely_True_Diary_of_a_Part_Time_Indian,The Absolutely True Diary of a Part-Time Indian,Sherman Alexie,24629,246394,4.07,230,2007,False,"['Young Adult', 'Fiction', 'Contemporary', 'Realistic Fiction', 'Humor', 'Young Adult > Coming Of Age', 'Young Adult > Teen', 'Academic > School', 'Audiobook']","[""National Book Award for Young People's Literature (2007)"", 'Odyssey Award (2009)', 'American Indian Library Association Award', 'South Carolina Book Award Nominee for Young Adult Book Award (2010)', 'Rhode Island Teen Book Award Nominee (2009)', 'Michigan Library Association Thumbs Up! Award Nominee (2008)', 'Florida Teens Read Nominee (2009)', 'American Indian Youth Literature Award for Best Young Adult Book (Award Retroactively Rescinded in 2018) (2008)', 'Boston Globe-Horn Book Award for Fiction (2008)', 'The Inky Awards Nominee for Silver Inky (2009)', 'California Young Readers Medal for Young Adult (2010)', 'Lincoln Award Nominee (2011)', 'James Cook Book Award Nominee (2009)', 'The Inky Awards Shortlist for Silver Inky (2009)']","['The United States of America', 'Washington (state)']","Bestselling author Sherman Alexie tells the story of Junior, a budding cartoonist growing up on the Spokane Indian Reservation. Determined to take his future into his own hands, Junior leaves his troubled school on the rez to attend an all-white farm town high school where the only other Indian is the school mascot.

Heartbreaking, funny, and beautifully written, The Absolutely True Diary of a Part-Time Indian, which is based on the author's own experiences, coupled with poignant drawings by Ellen Forney that reflect the character's art, chronicles the contemporary adolescence of one Native American boy as he attempts to break away from the life he was destined to live.

With a foreward by Markus Zusak & interviews with Sherman Alexie and Ellen Forney",693208
https://www.goodreads.com/book/show/28877.Red_Dragon,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,5706,304675,4.03,454,1981,True,"['Horror', 'Fiction', 'Thriller', 'Mystery > Crime', 'Mystery', 'Suspense', 'Thriller > Mystery Thriller', 'Novels', 'Drama']",,"['St. Louis, Missouri']","A second family has been massacred by the terrifying serial killer the press has christened ""The Tooth Fairy."" Special Agent Jack Crawford turns to the one man who can help restart a failed investigation: Will Graham. Graham is the greatest profiler the FBI ever had, but the physical and mental scars of capturing Hannibal Lecter have caused Graham to go into early retirement. Now, Graham must turn to Lecter for help.",28877
https://www.goodreads.com/book/show/32822135-archer-s-voice,Archer's Voice,Mia Sheridan,11590,99348,4.37,345,2014,False,"['Romance', 'New Adult', 'Contemporary', 'Romance > Contemporary Romance', 'Adult', 'Disability', 'Fiction', 'Sociology > Abuse', 'Drama']",['Goodreads Choice Award Nominee for Romance (2014)'],"['Maine', 'Pelion, Maine']","When Bree Prescott arrives in the sleepy, lakeside town of Pelion, Maine, she hopes against hope that this is the place where she will finally find the peace she so desperately seeks. On her first day there, her life collides with Archer Hale, an isolated man who holds a secret agony of his own. A man no one else sees.

Archer's Voice is the story of a woman chained to the memory of one horrifying night and the man whose love is the key to her freedom. It is the story of a silent man who lives with an excruciating wound and the woman who helps him find his voice. It is the story of suffering, fate, and the transformative power of love.",32822135
https://www.goodreads.com/book/show/14817.A_Scanner_Darkly,A Scanner Darkly,Philip K. Dick,3400,105353,4.0,219,1977,False,"['Science Fiction', 'Fiction', 'Science Fiction > Dystopia', 'Science Fiction Fantasy', 'Classics', 'Novels', 'Science Fiction > Cyberpunk', 'Thriller', 'Mystery']","['Locus Award Nominee for Best SF Novel (1978)', 'British Science Fiction Association Award for Novel (1978)', 'John W. Campbell Memorial Award Nominee for Best Science Fiction Novel (1978)', ""Graoully d'Or for Roman étranger (1979)"", 'Tähtivaeltaja Award (1991)']","['Santa Ana, California']","Substance D is not known as Death for nothing. It is the most toxic drug ever to find its way on to the streets of LA. It destroys the links between the brain's two hemispheres, causing, first, disorientation and then complete and irreversible brain damage.

The undercover narcotics agent who calls himself Bob Arctor is desperate to discover the ultimate source of supply. But to find any kind of lead he has to pose as a user and, inevitably, without realising what is happening, Arctor is soon as addicted as the junkies he works among...",14817
https://www.goodreads.com/book/show/36590307-unblinded,Unblinded: One Man’s Courageous Journey through Darkness to Sight,Traci Medford-Rosow,48,3182,4.33,220,2018,False,"['Drama', 'Contemporary', 'Book Club', 'Epic', 'Novels']",,,,36590307
https://www.goodreads.com/book/show/6493208-the-immortal-life-of-henrietta-lacks,The Immortal Life of Henrietta Lacks,Rebecca Skloot,36497,644387,4.07,370,2009,False,"['Nonfiction', 'Science', 'History', 'Biography', 'Health > Medicine', 'Audiobook', 'Medical', 'Book Club', 'Biography Memoir']","['Ambassador Book Award for American Studies (2011)', 'Audie Award for Nonfiction (2011)', 'Chicago Tribune Heartland Prize for Nonfiction (2010)', 'Wellcome Book Prize (2010)', 'Puddly Award for Nonfiction (2011)', 'Goodreads Choice Award for Nonfiction and Debut Author and Nominee for Favorite Book (2010)', 'AAAS/Subaru SB&F Prize for Excellence in Science Books for Young Adult Science Book (2011)']","['Baltimore, Maryland', 'Clover, Virginia']","Her name was Henrietta Lacks, but scientists know her as HeLa. She was a poor Southern tobacco farmer who worked the same land as her enslaved ancestors, yet her cells—taken without her knowledge—became one of the most important tools in medicine. The first “immortal” human cells grown in culture, they are still alive today, though she has been dead for more than sixty years. If you could pile all HeLa cells ever grown onto a scale, they’d weigh more than 50 million metric tons—as much as a hundred Empire State Buildings. HeLa cells were vital for developing the polio vaccine; uncovered secrets of cancer, viruses, and the atom bomb’s effects; helped lead to important advances like in vitro fertilization, cloning, and gene mapping; and have been bought and sold by the billions.
Yet Henrietta Lacks remains virtually unknown, buried in an unmarked grave.
Now Rebecca Skloot takes us on an extraordinary journey, from the “colored” ward of Johns Hopkins Hospital in the 1950s to stark white laboratories with freezers full of HeLa cells; from Henrietta’s small, dying hometown of Clover, Virginia — a land of wooden quarters for enslaved people, faith healings, and voodoo — to East Baltimore today, where her children and grandchildren live and struggle with the legacy of her cells.
Henrietta’s family did not learn of her “immortality” until more than twenty years after her death, when scientists investigating HeLa began using her husband and children in research without informed consent. And though the cells had launched a multimillion-dollar industry that sells human biological materials, her family never saw any of the profits. As Rebecca Skloot so brilliantly shows, the story of the Lacks family — past and present — is inextricably connected to the history of experimentation on African Americans, the birth of bioethics, and the legal battles over whether we control the stuff we are made of.
Over the decade it took to uncover this story, Rebecca became enmeshed in the lives of the Lacks family—especially Henrietta’s daughter Deborah, who was devastated to learn about her mother’s cells. She was consumed with questions: Had scientists cloned her mother? Did it hurt her when researchers infected her cells with viruses and shot them into space? What happened to her sister, Elsie, who died in a mental institution at the age of fifteen? And if her mother was so important to medicine, why couldn’t her children afford health insurance?
Intimate in feeling, astonishing in scope, and impossible to put down, The Immortal Life of Henrietta Lacks captures the beauty and drama of scientific discovery, as well as its human consequences.",6493208
https://www.goodreads.com/book/show/7402393-nightshade,"Nightshade (Nightshade, #1; Nightshade World, #4)",Andrea Cremer,5085,87064,3.99,452,2010,True,"['Young Adult', 'Fantasy', 'Fantasy > Paranormal', 'Shapeshifters > Werewolves', 'Romance', 'Romance > Paranormal Romance', 'Fantasy > Supernatural', 'Fantasy > Urban Fantasy', 'Fiction']",,"['Vail, Colorado']","Calla Tor has always known her destiny: After graduating from the Mountain School, she'll be the mate of sexy alpha wolf Ren Laroche and fight with him, side by side, ruling their pack and guarding sacred sites for the Keepers. But when she violates her masters' laws by saving a beautiful human boy out for a hike, Calla begins to question her fate, her existence, and the very essence of the world she has known.

By following her heart, she might lose everything- including her own life. Is forbidden love worth the ultimate sacrifice?

""A finely-wrought compelling tale of romance and treachery...""
-Cynthia Leitich Smith
(New York Times bestselling author of
Eternal and Tantalize)",7402393
https://www.goodreads.com/book/show/19494.The_Spy_Who_Came_In_from_the_Cold,The Spy Who Came In from the Cold,John le Carré,5266,97944,4.04,224,1963,False,"['Fiction', 'Thriller', 'Mystery', 'Spy Thriller > Espionage', 'Classics', 'Suspense', 'Mystery > Crime', 'Novels', 'Thriller > Mystery Thriller']","['Somerset Maugham Award (1964)', 'Edgar Award for Best Novel (1965)', 'CWA Gold Dagger Award for Fiction (1963)', 'The CWA Dagger of Daggers (2005)']",['Berlin'],"In this classic, John le Carre's third novel and the first to earn him international acclaim, he created a world unlike any previously experienced in suspense fiction. With unsurpassed knowledge culled from his years in British Intelligence, le Carre brings to light the shadowy dealings of international espionage in the tale of a British agent who longs to end his career but undertakes one final, bone-chilling assignment. When the last agent under his command is killed and Alec Leamas is called back to London, he hopes to come in from the cold for good. His spymaster, Control, however, has other plans. Determined to bring down the head of East German Intelligence and topple his organization, Control once more sends Leamas into the fray -- this time to play the part of the dishonored spy and lure the enemy to his ultimate defeat.",19494
https://www.goodreads.com/book/show/105992.Helter_Skelter,Helter Skelter: The True Story of the Manson Murders,Vincent Bugliosi,4385,135566,4.04,689,1974,False,"['Crime > True Crime', 'Nonfiction', 'Mystery > Crime', 'History', 'Horror', 'Biography', 'Audiobook', 'Mystery', 'Religion > Cults']",['Edgar Award for Best Fact Crime (1975)'],['The United States of America'],"Prosecuting attorney in the Manson trial, Vincent Bugliosi held a unique insider's position in one of the most baffling and horrifying cases of the twentieth century: the cold-blooded Tate-LaBianca murders carried out by Charles Manson and four of his followers. What motivated Manson in his seemingly mindless selection of victims, and what was his hold over the young women who obeyed his orders? Here is the gripping story of this famous and haunting crime. 50 pages of b/w photographs.",105992
https://www.goodreads.com/book/show/40493.The_Valley_of_Horses,"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,2584,84306,3.99,544,1982,True,"['Historical > Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Romance', 'Historical Fiction > Prehistoric', 'Adventure', 'Adult', 'Novels']",,,"This unforgettable odyssey into the distant past carries us back to the awesome mysteries of the exotic, primeval world of The Clan of the Cave Bear, and to Ayla, now grown into a beautiful and courageous young woman.

Cruelly cast out by the new leader of the ancient Clan that adopted her as a child, Ayla leaves those she loves behind and travels alone through a stark, open land filled with dangerous animals but few people, searching for the Others, tall and fair like herself. The short summer gives her little time to look, and when she finds a sheltered valley with a herd of hardy steppe horses, she decides to stay and prepare for the long glacial winter ahead. Living with the Clan has taught Ayla many skills but not real hunting. She finally knows she can survive when she traps a horse, which gives her meat and a warm pelt for the winter, but fate has bestowed a greater gift, an orphaned foal with whom she develops a unique kinship. One winter extends to more; she discovers a way to make fire more quickly and a wounded cave lion cub joins her unusual family, but her beloved animals don't fulfill her restless need for human companionship. Then she hears the sound of a man screaming in pain. She saves tall, handsome Jondalar, who brings her a language to speak and an awakening of love and desire, but Ayla is torn between her fear of leaving her valley and her hope of living with her own kind.",40493
https://www.goodreads.com/book/show/3165162-percy-jackson-and-the-olympians,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",Rick Riordan,601,45195,4.47,1032,2008,True,"['Fantasy', 'Young Adult', 'Fantasy > Mythology', 'Adventure', 'Fiction', 'Mythology > Greek Mythology', 'Fantasy > Magic', 'Fantasy > Urban Fantasy', 'Childrens']",,,"Humans and half-bloods agree—Percy Jackson and the Olympians is a series fit for heroes! Relive the adventure from the beginning with this boxed set of the first three books with glorious new cover art by John Rocco.

The Lightning Thief
Percy Jackson is a good kid, but he can't seem to focus on his schoolwork or control his temper. When his mom tells him the truth about where he came from, she takes him to the one place he'll be safe—Camp Half-Blood, a summer camp for demigods (on Long Island). There, Percy learns that the father he never knew is actually Poseidon, God of the Sea. Soon Percy finds himself caught up in a mystery that could lead to disastrous consequences. Together with his friends—a satyr and another the demigod daughter of Athena—Percy sets out on a quest to reach the gates of the Underworld (located in a recording studio in Hollywood) and prevent a catastrophic war between the gods.

The Sea of Monsters
After a summer spent trying to prevent a catastrophic war among the Greek gods, Percy Jackson finds his seventh-grade school year unnervingly calm. But things don't stay quiet for long. Percy soon discovers there is trouble at Camp Half-Blood: the magical borders which protect Half-Blood Hill have been poisoned by a mysterious enemy, and the only safe haven for demigods is on the verge of being overrun by mythological monsters. To save the camp, Percy needs the help of his best friend, Grover, who has been taken prisoner by the Cyclops Polyphemus on an island somewhere in the Sea of Monsters—the dangerous waters Greek heroes have sailed for millennia—only today, the Sea of Monsters goes by a new name: the Bermuda Triangle. Now Percy and his friends must retrieve the Golden Fleece from the Island of the Cyclops by the end of the summer or Camp Half-Blood will be destroyed. But first, Percy will learn a stunning new secret about his family—one that makes him question whether being claimed as Poseidon's son is an honor or simply a cruel joke…

The Titan's Curse
When Percy Jackson receives a distress call from his friend Grover, he immediately prepares for battle. He knows he'll need his powerful demigod allies, Annabeth and Thalia, at his side; his trusty bronze sword Riptide; and…a ride from his mom. The demigods race to the rescue, to find that Grover has made an important discovery: two new powerful half-bloods whose parentage is unknown. But that's not all that awaits them. The Titan lord, Kronos, has set up his most devious trap yet, and the young heroes have unwittingly fallen prey. Hilarious and action-packed, this third adventure in the series finds Percy faced with his most dangerous challenge so far: the chilling prophecy of the Titan's curse.",3165162
https://www.goodreads.com/book/show/17889664-to-live-and-die-in-fantasyland,"To Live and Die in Fantasyland (To Live, #3)",Ben Peller,78,91,4.29,320,2013,True,['Fantasy'],,,"In this final installment of the bestselling fantastical “TO LIVE” trilogy, Shawn Michals morphs into a new guise, that of Rusty Loury, a former hero to millions who flees back to his home island from Los Angeles and tries to bury his past not only as his persona as Shawn Michals but as a name he has never known. Yet a mysterious woman, Bina, locates him and coaxes him into the present, and in doing so forces him to find revolution, evolution, and aspects of himself previously thought lost and buried. The unfolding events affect both Rusty Loury and also the island upon which he knows as home. He is called upon to lead, and must find within himself the will to launch a surge of action against not only the powers that are stifling freedoms of the island’s inhabitants, but also his own personal abandon to choose. What fantasy will this wanderer accept in the end? Either path leads to a way to dance about this fantasy we all may live. Open this book. It’s a risk worth taking. ""Strong pacing... well timed."" - Publishers Weekly ""Rest assured, fantasyLAnds are very real. To quote STEPHEN KING, 'If you think I’m kidding, you missed the nightly news.'” - Rusty Loury",17889664
https://www.goodreads.com/book/show/8235178-across-the-universe,"Across the Universe (Across the Universe, #1)",Beth Revis,10419,121317,3.77,399,2011,True,"['Young Adult', 'Science Fiction', 'Science Fiction > Dystopia', 'Romance', 'Fantasy', 'Fiction', 'Mystery', 'Space', 'Young Adult > Teen']","['Rhode Island Teen Book Award Nominee (2013)', 'Lincoln Award Nominee (2014)', 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Goodreads Author (2011)', 'Carnegie Medal Nominee (2012)']","['Godspeed', 'The United States of America', 'Earth', 'Outer Space']","A love out of time. A spaceship built of secrets and murder.

Seventeen-year-old Amy joins her parents as frozen cargo aboard the vast spaceship Godspeed and expects to awaken on a new planet, three hundred years in the future. Never could she have known that her frozen slumber would come to an end fifty years too soon and that she would be thrust into the brave new world of a spaceship that lives by its own rules.

Amy quickly realizes that her awakening was no mere computer malfunction. Someone—one of the few thousand inhabitants of the spaceship —tried to kill her. And if Amy doesn't do something soon, her parents will be next.

Now Amy must race to unlock Godspeed's hidden secrets. But out of her list of murder suspects, there's only one who matters: Elder, the future leader of the ship and the love she could never have seen coming.",8235178
https://www.goodreads.com/book/show/1162543.Breaking_Dawn,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,48721,1449940,3.71,756,2008,True,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal > Vampires', 'Fiction', 'Fantasy > Paranormal', 'Romance > Paranormal Romance', 'Fantasy > Supernatural', 'Shapeshifters > Werewolves']","[""Children's Choice Book Award for Teen Choice Book of the Year (2009)"", 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)', 'LovelyBooks Leserpreis for Romantik/Liebe/Gefühl (2009)']","['Forks, Washington', 'Washington (state)']","""Don't be afraid,"" I murmured. ""We belong together.""
I was abruptly overwhelmed by the truth of my own words.
This moment was so perfect, so right, there was no way to doubt it.
His arms wrapped around me,
holding me against him....
It felt like every nerve ending in my body was a live wire.
""Forever,"" he agreed.

WHEN YOU LOVED THE ONE WHO WAS KILLING YOU, IT LEFT YOU NO OPTIONS. How could you run, how could you fight, when doing so would hurt that beloved one? If your life was all you had to give, how could you not give it? If it was someone you truly loved?

TO BE IRREVOCABLY IN LOVE WITH A VAMPIRE is both fantasy and nightmare woven into a dangerously heightened reality for Bella Swan. Pulled in one direction by her intense passion for Edward Cullen, and in another by her profound connection to werewolf Jacob Black, a tumultuous year of temptation, loss, and strife have led her to the ultimate turning point. Her imminent choice to either join the dark but seductive world of immortals or to pursue a fully human life has become the thread from which the fates of two tribes hangs.

NOW THAT BELLA HAS MADE HER DECISION, a startling chain of unprecedented events is about to unfold with potentially devastating, and unfathomable, consequences. Just when the frayed strands of Bella's life - first discovered in Twilight, then scattered and torn in New Moon and Eclipse - seem ready to heal and knit together, could they be destroyed... forever?

THE ASTONISHING, BREATHLESSLY anticipated conclusion to the Twilight Saga, Breaking Dawn illuminates the secrets and mysteries of this spellbinding romantic epic that has entranced millions.",1162543
https://www.goodreads.com/book/show/68811.Momo,Momo,Michael Ende,3749,61051,4.33,304,1973,False,"['Fantasy', 'Fiction', 'Classics', 'Childrens', 'European Literature > German Literature', 'Young Adult', 'Novels', 'Childrens > Middle Grade', 'Literature']",['Deutscher Jugendliteraturpreis for Jugendbuch (1974)'],,"Eine gespenstische Gesellschaft ""grauer Herren"" ist am Werk und veranlasst immer mehr Menschen, Zeit zu sparen. Aber in Wirklichkeit betrügen sie die Menschen um diese ersparte Zeit. Als die Not am größten ist und die Welt ihnen schon endgültig zu gehören scheint, entschließt sich Meister Hora, der geheimnisvolle ""Verwalter der Zeit"", zum Eingreifen. Doch dazu braucht er die Hilfe eines Menschenkindes. Die Welt steht still und Momo, die struppige kleine Heldin der Geschichte, kämpft ganz allein, mit nichts als einer Blume in der Hand und einer Schildkröte unter dem Arm, gegen das riesige Heer der ""grauen Herren"".",68811
https://www.goodreads.com/book/show/3228917-outliers,Outliers: The Story of Success,Malcolm Gladwell,28205,641988,4.17,309,2008,False,"['Nonfiction', 'Psychology', 'Business', 'Self Help', 'Sociology', 'Science', 'Audiobook', 'Self Help > Personal Development', 'Economics']",,,"Learn what sets high achievers apart -- from Bill Gates to the Beatles -- in this #1 bestseller from ""a singular talent"" (New York Times Book Review).

In this stunning book, Malcolm Gladwell takes us on an intellectual journey through the world of ""outliers""--the best and the brightest, the most famous and the most successful. He asks the question: what makes high-achievers different?

His answer is that we pay too much attention to what successful people are like, and too little attention to where they are from: that is, their culture, their family, their generation, and the idiosyncratic experiences of their upbringing. Along the way he explains the secrets of software billionaires, what it takes to be a great soccer player, why Asians are good at math, and what made the Beatles the greatest rock band.

Brilliant and entertaining, Outliers is a landmark work that will simultaneously delight and illuminate.",3228917
https://www.goodreads.com/book/show/30043.A_River_Runs_Through_it_and_Other_Stories,A River Runs Through it and Other Stories,Norman Maclean,1608,23498,4.18,217,1976,False,"['Fiction', 'Short Stories', 'Classics', 'Literature', 'Environment > Nature', 'Historical > Historical Fiction', 'Literary Fiction', 'Westerns', 'Novels']",,"['Missoula, Montana']","Just as Norman Maclean writes at the end of ""A River Runs through It"" that he is ""haunted by waters,"" so have readers been haunted by his novella. A retired English professor who began writing fiction at the age of 70, Maclean produced what is now recognized as one of the classic American stories of the twentieth century. Originally published in 1976, A River Runs through It and Other Stories now celebrates its twenty-fifth anniversary, marked by this new edition that includes a foreword by Annie Proulx.

Maclean grew up in the western Rocky Mountains in the first decades of the twentieth century. As a young man he worked many summers in logging camps and for the United States Forest Service. The two novellas and short story in this collection are based on his own experiences—the experiences of a young man who found that life was only a step from art in its structures and beauty. The beauty he found was in reality, and so he leaves a careful record of what it was like to work in the woods when it was still a world of horse and hand and foot, without power saws, ""cats,"" or four-wheel drives. Populated with drunks, loggers, card sharks, and whores, and set in the small towns and surrounding trout streams and mountains of western Montana, the stories concern themselves with the complexities of fly fishing, logging, fighting forest fires, playing cribbage, and being a husband, a son, and a father.",30043
https://www.goodreads.com/book/show/8652190-awakened,"Awakened (House of Night, #8)",P.C. Cast,3257,137199,3.98,290,2011,True,"['Young Adult', 'Paranormal > Vampires', 'Fantasy', 'Fantasy > Paranormal', 'Romance', 'Fantasy > Supernatural', 'Romance > Paranormal Romance', 'Fiction', 'Fantasy > Urban Fantasy']",['Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction and for Favorite Book (2011)'],"['Isle of Skye, Scotland', 'Tulsa, Oklahoma']","Exonerated by the Vampyre High Council and returned to her position of High Priestess at Tulsa’s House of Night, Neferet has sworn vengeance on Zoey. Dominion over her immortal consort Kalona is only one of the weapons she plans to use against Z. But Zoey has found sanctuary on the Isle of Skye and is being groomed by Queen Sgiach to take over for her there. Being Queen would be cool, wouldn’t it? Why should she return to Tulsa? After losing her human consort, Heath, she will never be the same – and her relationship with her super-hot-warrior, Stark, may never be the same either… And what about Stevie Rae and Rephaim? The Raven Mocker refuses to be used against Stevie Rae, but what choice does he have when no one in the entire world, including Zoey, would be okay with their relationship? Does he betray his father or his heart?",8652190
